datadate,tocurd,exratd,usd_exratd,exchange_rate
11/01/2019,AUD,1.8719,1.2938,0.6911694001
11/01/2019,BDT,109.6908,1.2938,0.0117949728
11/01/2019,BGN,2.2664,1.2938,0.5708612778
11/01/2019,BHD,0.4878,1.2938,2.6523165232
11/01/2019,BMD,1.2938,1.2938,1
11/01/2019,BRL,5.1481,1.2938,0.2513160195
11/01/2019,BWP,14.1867,1.2938,0.091198094
11/01/2019,CAD,1.7014,1.2938,0.7604325849
11/01/2019,CHF,1.2758,1.2938,1.0141087945
11/01/2019,CLP,958.4034,1.2938,0.0013499535
11/01/2019,CNY,9.1049,1.2938,0.1420993092
11/01/2019,COP,4321.7751,1.2938,0.0002993677
11/01/2019,CZK,29.5589,1.2938,0.043770235
11/01/2019,DKK,8.6574,1.2938,0.1494444059
11/01/2019,EGP,20.8861,1.2938,0.0619455044
11/01/2019,EUR,1.1588,1.2938,1.1164998274
11/01/2019,GBP,1.0000,1.2938,1.2938
11/01/2019,GEL,3.8293,1.2938,0.3378685399
11/01/2019,GHS,7.0828,1.2938,0.1826678715
11/01/2019,HKD,10.1398,1.2938,0.1275962051
11/01/2019,HRK,8.6376,1.2938,0.1497869779
11/01/2019,HUF,380.1785,1.2938,0.0034031383
11/01/2019,IDR,18127.8302,1.2938,0.0000713709
11/01/2019,ILS,4.5631,1.2938,0.2835353159
11/01/2019,INR,91.2883,1.2938,0.0141726815
11/01/2019,ISK,160.3571,1.2938,0.0080682427
11/01/2019,JMD,176.8017,1.2938,0.0073178029
11/01/2019,JOD,0.9159,1.2938,1.4125996288
11/01/2019,JPY,139.9560,1.2938,0.0092443339
11/01/2019,KES,133.6525,1.2938,0.0096803277
11/01/2019,KRW,1507.1419,1.2938,0.000858446
11/01/2019,KWD,0.3926,1.2938,3.2954661233
11/01/2019,KZT,504.0562,1.2938,0.0025667773
11/01/2019,ZWL,425.4589,1.2938,0.0030409515
11/01/2019,USD,1.2938,1.2938,1
11/01/2019,NGN,468.4565,1.2938,0.0027618359
11/01/2019,NOK,11.7648,1.2938,0.1099721202
11/01/2019,NZD,2.0088,1.2938,0.6440661091
11/01/2019,OMR,0.4981,1.2938,2.5974703875
11/01/2019,PEN,4.3279,1.2938,0.2989440606
11/01/2019,PGK,4.4008,1.2938,0.2939920015
11/01/2019,PHP,65.3513,1.2938,0.0197976169
11/01/2019,PKR,201.0480,1.2938,0.0064352791
11/01/2019,PLN,4.9268,1.2938,0.2626045303
11/01/2019,QAR,4.7101,1.2938,0.2746863124
11/01/2019,RON,5.5085,1.2938,0.2348733775
11/01/2019,RSD,136.0816,1.2938,0.0095075308
11/01/2019,RUB,82.1412,1.2938,0.0157509265
11/01/2019,RWF,1182.1840,1.2938,0.0010944151
11/01/2019,SAR,4.8521,1.2938,0.266647431
11/01/2019,SDG,58.3598,1.2938,0.02216937
11/01/2019,SEK,12.3775,1.2938,0.1045283781
11/01/2019,SGD,1.7558,1.2938,0.7368720811
11/01/2019,THB,39.0387,1.2938,0.0331414724
11/01/2019,TND,3.6437,1.2938,0.3550786289
11/01/2019,TRY,7.3847,1.2938,0.1752000758
11/01/2019,TTD,8.7703,1.2938,0.1475206093
11/01/2019,TWD,39.4372,1.2938,0.0328065887
11/01/2019,TZS,2976.4523,1.2938,0.0004346786
11/01/2019,UAH,32.1501,1.2938,0.0402424876
11/01/2019,UGX,4805.7964,1.2938,0.0002692166
11/01/2019,LBP,1952.6459,1.2938,0.0006625881
11/01/2019,LKR,234.4948,1.2938,0.0055173931
11/01/2019,MAD,12.4261,1.2938,0.1041195548
11/01/2019,MOP,10.4439,1.2938,0.1238809257
11/01/2019,MUR,47.1471,1.2938,0.0274417727
11/01/2019,MWK,954.1597,1.2938,0.0013559575
11/01/2019,MXN,24.7344,1.2938,0.0523077172
11/01/2019,MYR,5.3858,1.2938,0.2402242935
11/01/2019,NAD,19.4656,1.2938,0.0664659707
11/02/2019,THB,39.0387,1.2938,0.0331414724
11/02/2019,MOP,10.4439,1.2938,0.1238809257
11/02/2019,VND,30100.9186,1.2938,0.0000429821
11/02/2019,GBP,1.0000,1.2938,1.2938
11/02/2019,OMR,0.4981,1.2938,2.5974703875
11/02/2019,MYR,5.3858,1.2938,0.2402242935
11/02/2019,TTD,8.7703,1.2938,0.1475206093
11/02/2019,BDT,109.6908,1.2938,0.0117949728
11/02/2019,ILS,4.5631,1.2938,0.2835353159
11/02/2019,ARS,77.2377,1.2938,0.0167508872
11/02/2019,BHD,0.4878,1.2938,2.6523165232
11/02/2019,PGK,4.4008,1.2938,0.2939920015
11/02/2019,CHF,1.2758,1.2938,1.0141087945
11/02/2019,KWD,0.3926,1.2938,3.2954661233
11/02/2019,HRK,8.6376,1.2938,0.1497869779
11/02/2019,ISK,160.3571,1.2938,0.0080682427
11/02/2019,AED,4.7521,1.2938,0.2722585804
11/02/2019,COP,4321.7751,1.2938,0.0002993677
11/02/2019,HKD,10.1398,1.2938,0.1275962051
11/02/2019,RWF,1182.1840,1.2938,0.0010944151
11/02/2019,SEK,12.3775,1.2938,0.1045283781
11/02/2019,SAR,4.8521,1.2938,0.266647431
11/02/2019,PKR,201.0480,1.2938,0.0064352791
11/02/2019,HUF,380.1785,1.2938,0.0034031383
11/02/2019,MXN,24.7344,1.2938,0.0523077172
11/02/2019,JPY,139.9560,1.2938,0.0092443339
11/02/2019,TWD,39.4372,1.2938,0.0328065887
11/02/2019,LKR,234.4948,1.2938,0.0055173931
11/02/2019,EGP,20.8861,1.2938,0.0619455044
11/02/2019,QAR,4.7101,1.2938,0.2746863124
11/02/2019,CLP,958.4034,1.2938,0.0013499535
11/02/2019,MUR,47.1471,1.2938,0.0274417727
11/02/2019,SGD,1.7558,1.2938,0.7368720811
11/02/2019,XOF,760.0595,1.2938,0.0017022352
11/02/2019,BGN,2.2664,1.2938,0.5708612778
11/02/2019,NAD,19.4656,1.2938,0.0664659707
11/02/2019,GHS,7.0828,1.2938,0.1826678715
11/02/2019,PLN,4.9268,1.2938,0.2626045303
11/02/2019,INR,91.2883,1.2938,0.0141726815
11/02/2019,VES,30203.7650,1.2938,0.0000428357
11/02/2019,RUB,82.1412,1.2938,0.0157509265
11/02/2019,KES,133.6525,1.2938,0.0096803277
11/02/2019,CZK,29.5589,1.2938,0.043770235
11/02/2019,KRW,1507.1419,1.2938,0.000858446
11/02/2019,UAH,32.1501,1.2938,0.0402424876
11/02/2019,JOD,0.9159,1.2938,1.4125996288
11/02/2019,RSD,136.0816,1.2938,0.0095075308
11/02/2019,CNY,9.1049,1.2938,0.1420993092
11/02/2019,CAD,1.7014,1.2938,0.7604325849
11/02/2019,UGX,4805.7964,1.2938,0.0002692166
11/02/2019,ZWL,425.4589,1.2938,0.0030409515
11/02/2019,MAD,12.4261,1.2938,0.1041195548
11/02/2019,EUR,1.1588,1.2938,1.1164998274
11/02/2019,ZMW,17.2985,1.2938,0.0747926121
11/02/2019,ZAR,19.4676,1.2938,0.0664591424
11/02/2019,RON,5.5085,1.2938,0.2348733775
11/02/2019,PHP,65.3513,1.2938,0.0197976169
11/02/2019,MWK,954.1597,1.2938,0.0013559575
11/02/2019,BMD,1.2938,1.2938,1
11/02/2019,NZD,2.0088,1.2938,0.6440661091
11/02/2019,TZS,2976.4523,1.2938,0.0004346786
11/02/2019,TRY,7.3847,1.2938,0.1752000758
11/02/2019,KZT,504.0562,1.2938,0.0025667773
11/02/2019,LBP,1952.6459,1.2938,0.0006625881
11/02/2019,GEL,3.8293,1.2938,0.3378685399
11/02/2019,DKK,8.6574,1.2938,0.1494444059
11/02/2019,NOK,11.7648,1.2938,0.1099721202
11/02/2019,PEN,4.3279,1.2938,0.2989440606
11/02/2019,USD,1.2938,1.2938,1
11/02/2019,JMD,176.8017,1.2938,0.0073178029
11/02/2019,IDR,18127.8302,1.2938,0.0000713709
11/02/2019,SDG,58.3598,1.2938,0.02216937
11/02/2019,BWP,14.1867,1.2938,0.091198094
11/02/2019,NGN,468.4565,1.2938,0.0027618359
11/02/2019,BRL,5.1481,1.2938,0.2513160195
11/02/2019,TND,3.6437,1.2938,0.3550786289
11/02/2019,AUD,1.8719,1.2938,0.6911694001
11/03/2019,CLP,958.4034,1.2938,0.0013499535
11/03/2019,EGP,20.8861,1.2938,0.0619455044
11/03/2019,QAR,4.7101,1.2938,0.2746863124
11/03/2019,MUR,47.1471,1.2938,0.0274417727
11/03/2019,SGD,1.7558,1.2938,0.7368720811
11/03/2019,RSD,136.0816,1.2938,0.0095075308
11/03/2019,UAH,32.1501,1.2938,0.0402424876
11/03/2019,JOD,0.9159,1.2938,1.4125996288
11/03/2019,CNY,9.1049,1.2938,0.1420993092
11/03/2019,CAD,1.7014,1.2938,0.7604325849
11/03/2019,UGX,4805.7964,1.2938,0.0002692166
11/03/2019,ZWL,425.4589,1.2938,0.0030409515
11/03/2019,MAD,12.4261,1.2938,0.1041195548
11/03/2019,EUR,1.1588,1.2938,1.1164998274
11/03/2019,ZMW,17.2985,1.2938,0.0747926121
11/03/2019,ZAR,19.4676,1.2938,0.0664591424
11/03/2019,RON,5.5085,1.2938,0.2348733775
11/03/2019,PHP,65.3513,1.2938,0.0197976169
11/03/2019,MWK,954.1597,1.2938,0.0013559575
11/03/2019,BMD,1.2938,1.2938,1
11/03/2019,NZD,2.0088,1.2938,0.6440661091
11/03/2019,TZS,2976.4523,1.2938,0.0004346786
11/03/2019,TRY,7.3847,1.2938,0.1752000758
11/03/2019,KZT,504.0562,1.2938,0.0025667773
11/03/2019,LBP,1952.6459,1.2938,0.0006625881
11/03/2019,GEL,3.8293,1.2938,0.3378685399
11/03/2019,DKK,8.6574,1.2938,0.1494444059
11/03/2019,NOK,11.7648,1.2938,0.1099721202
11/03/2019,PEN,4.3279,1.2938,0.2989440606
11/03/2019,USD,1.2938,1.2938,1
11/03/2019,JMD,176.8017,1.2938,0.0073178029
11/03/2019,IDR,18127.8302,1.2938,0.0000713709
11/03/2019,SDG,58.3598,1.2938,0.02216937
11/03/2019,THB,39.0387,1.2938,0.0331414724
11/03/2019,MOP,10.4439,1.2938,0.1238809257
11/03/2019,VND,30100.9186,1.2938,0.0000429821
11/03/2019,GBP,1.0000,1.2938,1.2938
11/03/2019,OMR,0.4981,1.2938,2.5974703875
11/03/2019,RUB,82.1412,1.2938,0.0157509265
11/03/2019,KES,133.6525,1.2938,0.0096803277
11/03/2019,TTD,8.7703,1.2938,0.1475206093
11/03/2019,MYR,5.3858,1.2938,0.2402242935
11/03/2019,BDT,109.6908,1.2938,0.0117949728
11/03/2019,ILS,4.5631,1.2938,0.2835353159
11/03/2019,ARS,77.2377,1.2938,0.0167508872
11/03/2019,BHD,0.4878,1.2938,2.6523165232
11/03/2019,PGK,4.4008,1.2938,0.2939920015
11/03/2019,CHF,1.2758,1.2938,1.0141087945
11/03/2019,KWD,0.3926,1.2938,3.2954661233
11/03/2019,HRK,8.6376,1.2938,0.1497869779
11/03/2019,ISK,160.3571,1.2938,0.0080682427
11/03/2019,AED,4.7521,1.2938,0.2722585804
11/03/2019,COP,4321.7751,1.2938,0.0002993677
11/03/2019,HKD,10.1398,1.2938,0.1275962051
11/03/2019,RWF,1182.1840,1.2938,0.0010944151
11/03/2019,SEK,12.3775,1.2938,0.1045283781
11/03/2019,SAR,4.8521,1.2938,0.266647431
11/03/2019,PKR,201.0480,1.2938,0.0064352791
11/03/2019,HUF,380.1785,1.2938,0.0034031383
11/03/2019,MXN,24.7344,1.2938,0.0523077172
11/03/2019,JPY,139.9560,1.2938,0.0092443339
11/03/2019,TWD,39.4372,1.2938,0.0328065887
11/03/2019,LKR,234.4948,1.2938,0.0055173931
11/03/2019,XOF,760.0595,1.2938,0.0017022352
11/03/2019,BGN,2.2664,1.2938,0.5708612778
11/03/2019,NAD,19.4656,1.2938,0.0664659707
11/03/2019,GHS,7.0828,1.2938,0.1826678715
11/03/2019,PLN,4.9268,1.2938,0.2626045303
11/03/2019,INR,91.2883,1.2938,0.0141726815
11/03/2019,VES,30203.7650,1.2938,0.0000428357
11/03/2019,BWP,14.1867,1.2938,0.091198094
11/03/2019,NGN,468.4565,1.2938,0.0027618359
11/03/2019,BRL,5.1481,1.2938,0.2513160195
11/03/2019,TND,3.6437,1.2938,0.3550786289
11/03/2019,AUD,1.8719,1.2938,0.6911694001
11/03/2019,CZK,29.5589,1.2938,0.043770235
11/03/2019,KRW,1507.1419,1.2938,0.000858446
11/04/2019,ZWL,425.4589,1.2908,0.0030339003
11/04/2019,USD,1.2908,1.2908,1
11/04/2019,HKD,10.1153,1.2908,0.127608672
11/04/2019,HRK,8.6293,1.2908,0.1495833961
11/04/2019,HUF,381.4152,1.2908,0.0033842385
11/04/2019,IDR,18086.5345,1.2908,0.000071368
11/04/2019,ILS,4.5348,1.2908,0.2846432037
11/04/2019,INR,91.3827,1.2908,0.0141252119
11/04/2019,ISK,159.5028,1.2908,0.0080926479
11/04/2019,JMD,176.2572,1.2908,0.0073233888
11/04/2019,JOD,0.9130,1.2908,1.4138006572
11/04/2019,JPY,140.1655,1.2908,0.0092091135
11/04/2019,KES,133.2094,1.2908,0.0096900069
11/04/2019,KRW,1499.4450,1.2908,0.0008608518
11/04/2019,KWD,0.3924,1.2908,3.2895005097
11/04/2019,KZT,500.9423,1.2908,0.0025767439
11/04/2019,LBP,1948.0587,1.2908,0.0006626084
11/04/2019,LKR,233.1049,1.2908,0.0055374211
11/04/2019,MAD,12.4148,1.2908,0.1039726778
11/04/2019,MOP,10.4187,1.2908,0.1238926162
11/04/2019,MUR,46.9847,1.2908,0.0274727731
11/04/2019,MWK,951.9181,1.2908,0.001355999
11/04/2019,MXN,24.7097,1.2908,0.0522385946
11/04/2019,MYR,5.3565,1.2908,0.2409782507
11/04/2019,NAD,19.1334,1.2908,0.0674631796
11/04/2019,NGN,467.2269,1.2908,0.0027626834
11/04/2019,ZAR,19.0548,1.2908,0.0677414615
11/04/2019,ZMW,17.2966,1.2908,0.0746273834
11/04/2019,NOK,11.7897,1.2908,0.1094853983
11/04/2019,NZD,2.0123,1.2908,0.6414550514
11/04/2019,OMR,0.4969,1.2908,2.5977057758
11/04/2019,PEN,4.3027,1.2908,0.2999976759
11/04/2019,PGK,4.4464,1.2908,0.290302267
11/04/2019,PHP,65.2623,1.2908,0.0197786471
11/04/2019,PKR,200.8338,1.2908,0.006427205
11/04/2019,PLN,4.9413,1.2908,0.2612268027
11/04/2019,QAR,4.6991,1.2908,0.2746908983
11/04/2019,RON,5.5078,1.2908,0.2343585461
11/04/2019,RSD,135.9925,1.2908,0.0094916999
11/04/2019,RUB,81.7877,1.2908,0.0157823242
11/04/2019,RWF,1179.6391,1.2908,0.001094233
11/04/2019,SAR,4.8407,1.2908,0.266655649
11/04/2019,SDG,58.2292,1.2908,0.0221675723
11/04/2019,SEK,12.4030,1.2908,0.1040715956
11/04/2019,SGD,1.7529,1.2908,0.7363797136
11/04/2019,THB,38.9947,1.2908,0.0331019344
11/04/2019,TND,3.6554,1.2908,0.3531214094
11/04/2019,TRY,7.3969,1.2908,0.1745055361
11/04/2019,TTD,8.7013,1.2908,0.1483456495
11/04/2019,TWD,39.2761,1.2908,0.0328647702
11/04/2019,TZS,2969.4599,1.2908,0.0004346918
11/04/2019,UAH,32.0697,1.2908,0.0402498308
11/04/2019,UGX,4787.0198,1.2908,0.0002696458
11/04/2019,VES,28962.4122,1.2908,0.0000445681
11/04/2019,VND,30030.2045,1.2908,0.0000429834
11/04/2019,XOF,759.9391,1.2908,0.0016985572
11/04/2019,AED,4.7408,1.2908,0.2722747216
11/04/2019,ARS,77.1001,1.2908,0.0167418719
11/04/2019,AUD,1.8718,1.2908,0.6896035901
11/04/2019,BDT,109.4718,1.2908,0.0117911645
11/04/2019,BGN,2.2660,1.2908,0.5696381289
11/04/2019,BHD,0.4867,1.2908,2.6521471132
11/04/2019,BMD,1.2908,1.2908,1
11/04/2019,BRL,5.1606,1.2908,0.2501259543
11/04/2019,BWP,14.0456,1.2908,0.0919006664
11/04/2019,CAD,1.6966,1.2908,0.7608157491
11/04/2019,CHF,1.2744,1.2908,1.012868801
11/04/2019,CLP,954.9127,1.2908,0.0013517466
11/04/2019,CNY,9.0748,1.2908,0.1422400494
11/04/2019,COP,4286.3228,1.2908,0.0003011439
11/04/2019,CZK,29.5689,1.2908,0.0436539743
11/04/2019,DKK,8.6554,1.2908,0.1491323336
11/04/2019,EGP,20.7998,1.2908,0.062058289
11/04/2019,EUR,1.1585,1.2908,1.1141993958
11/04/2019,GBP,1.0000,1.2908,1.2908
11/04/2019,GEL,3.8184,1.2908,0.3380473497
11/04/2019,GHS,7.0974,1.2908,0.181869417
11/05/2019,HKD,10.0801,1.2869,0.1276673843
11/05/2019,HRK,8.6509,1.2869,0.1487590886
11/05/2019,HUF,385.0411,1.2869,0.0033422406
11/05/2019,IDR,18017.9137,1.2869,0.0000714234
11/05/2019,ILS,4.4994,1.2869,0.2860159132
11/05/2019,INR,91.1390,1.2869,0.01412019
11/05/2019,ISK,159.4471,1.2869,0.0080710154
11/05/2019,JMD,175.8165,1.2869,0.0073195633
11/05/2019,JOD,0.9115,1.2869,1.4118486012
11/05/2019,JPY,140.4177,1.2869,0.009164799
11/05/2019,KES,132.8083,1.2869,0.0096899064
11/05/2019,KRW,1488.5337,1.2869,0.0008645421
11/05/2019,KWD,0.3911,1.2869,3.2904627972
11/05/2019,KZT,499.8198,1.2869,0.0025747279
11/05/2019,LBP,1942.1924,1.2869,0.0006626017
11/05/2019,LKR,232.1906,1.2869,0.0055424294
11/05/2019,MAD,12.4155,1.2869,0.1036526922
11/05/2019,MOP,10.3825,1.2869,0.1239489526
11/05/2019,MUR,46.9848,1.2869,0.027389709
11/05/2019,MWK,949.0516,1.2869,0.0013559853
11/05/2019,MXN,24.7224,1.2869,0.0520540077
11/05/2019,MYR,5.3135,1.2869,0.2421944105
11/05/2019,NAD,19.0230,1.2869,0.0676496872
11/05/2019,NGN,465.8521,1.2869,0.0027624647
11/05/2019,NOK,11.8190,1.2869,0.1088840003
11/05/2019,NZD,2.0164,1.2869,0.6382166237
11/05/2019,OMR,0.4953,1.2869,2.598223299
11/05/2019,PEN,4.2972,1.2869,0.2994740761
11/05/2019,PGK,4.3773,1.2869,0.2939940146
11/05/2019,PHP,64.9757,1.2869,0.0198058659
11/05/2019,PKR,200.1647,1.2869,0.0064292055
11/05/2019,PLN,4.9577,1.2869,0.2595760131
11/05/2019,QAR,4.6850,1.2869,0.2746851654
11/05/2019,RON,5.5294,1.2869,0.2327377292
11/05/2019,RSD,136.4692,1.2869,0.0094299666
11/05/2019,RUB,81.8491,1.2869,0.0157228363
11/05/2019,RWF,1176.3313,1.2869,0.0010939945
11/05/2019,SAR,4.8261,1.2869,0.2666542343
11/05/2019,SDG,58.0474,1.2869,0.0221698129
11/05/2019,SEK,12.4292,1.2869,0.1035384417
11/05/2019,SGD,1.7489,1.2869,0.7358339528
11/05/2019,THB,38.9146,1.2869,0.0330698504
11/05/2019,TND,3.6583,1.2869,0.3517754148
11/05/2019,TRY,7.4086,1.2869,0.1737035337
11/05/2019,TTD,8.6935,1.2869,0.1480301375
11/05/2019,TWD,39.1476,1.2869,0.0328730241
11/05/2019,TZS,2960.5178,1.2869,0.0004346875
11/05/2019,UAH,31.9345,1.2869,0.0402981102
11/05/2019,UGX,4767.4568,1.2869,0.0002699343
11/05/2019,VES,28875.1963,1.2869,0.0000445677
11/05/2019,VND,29939.7730,1.2869,0.000042983
11/05/2019,XOF,762.6052,1.2869,0.0016875049
11/05/2019,ZAR,19.0353,1.2869,0.0676059742
11/05/2019,ZMW,17.4118,1.2869,0.0739096475
11/05/2019,ARS,76.7753,1.2869,0.0167619013
11/05/2019,AUD,1.8665,1.2869,0.6894722743
11/05/2019,BDT,108.7561,1.2869,0.0118328995
11/05/2019,BGN,2.2729,1.2869,0.5661929693
11/05/2019,BHD,0.4852,1.2869,2.6523083265
11/05/2019,BMD,1.2869,1.2869,1
11/05/2019,BRL,5.1385,1.2869,0.2504427362
11/05/2019,BWP,13.9729,1.2869,0.0920997073
11/05/2019,CAD,1.6949,1.2869,0.7592778335
11/05/2019,CHF,1.2777,1.2869,1.0072004383
11/05/2019,CLP,963.0659,1.2869,0.0013362533
11/05/2019,CNY,9.0194,1.2869,0.1426813314
11/05/2019,COP,4268.5250,1.2869,0.0003014859
11/05/2019,CZK,29.6656,1.2869,0.0433802114
11/05/2019,DKK,8.6867,1.2869,0.1481460163
11/05/2019,EGP,20.7557,1.2869,0.0620022452
11/05/2019,EUR,1.1626,1.2869,1.1069155341
11/05/2019,GBP,1.0000,1.2869,1.2869
11/05/2019,GEL,3.8161,1.2869,0.3372291083
11/05/2019,GHS,7.0117,1.2869,0.1835360897
11/05/2019,AED,4.7268,1.2869,0.2722560718
11/05/2019,ZWL,425.4589,1.2869,0.0030247338
11/05/2019,USD,1.2869,1.2869,1
11/06/2019,ISK,160.0242,1.2869,0.0080419087
11/06/2019,JMD,177.0883,1.2869,0.0072669962
11/06/2019,JOD,0.9119,1.2869,1.4112293015
11/06/2019,ZWL,425.4589,1.2869,0.0030247338
11/06/2019,USD,1.2869,1.2869,1
11/06/2019,AED,4.7267,1.2869,0.2722618317
11/06/2019,ARS,76.7769,1.2869,0.016761552
11/06/2019,AUD,1.8673,1.2869,0.6891768864
11/06/2019,BDT,109.1794,1.2869,0.0117870221
11/06/2019,BGN,2.2733,1.2869,0.5660933445
11/06/2019,BHD,0.4852,1.2869,2.6523083265
11/06/2019,BMD,1.2869,1.2869,1
11/06/2019,BRL,5.2263,1.2869,0.2462353864
11/06/2019,BWP,14.0031,1.2869,0.091901079
11/06/2019,CAD,1.6967,1.2869,0.7584723286
11/06/2019,CHF,1.2777,1.2869,1.0072004383
11/06/2019,CLP,953.8394,1.2869,0.0013491789
11/06/2019,CNY,9.0064,1.2869,0.1428872802
11/06/2019,COP,4290.9905,1.2869,0.0002999074
11/06/2019,CZK,29.6495,1.2869,0.0434037673
11/06/2019,DKK,8.6842,1.2869,0.1481886645
11/06/2019,EGP,20.7685,1.2869,0.0619640321
11/06/2019,EUR,1.1623,1.2869,1.1072012389
11/06/2019,GBP,1.0000,1.2869,1.2869
11/06/2019,GEL,3.8148,1.2869,0.3373440285
11/06/2019,GHS,7.0888,1.2869,0.1815398939
11/06/2019,HKD,10.0685,1.2869,0.1278144709
11/06/2019,HRK,8.6438,1.2869,0.1488812791
11/06/2019,HUF,385.7181,1.2869,0.0033363744
11/06/2019,IDR,18066.5834,1.2869,0.000071231
11/06/2019,ILS,4.4914,1.2869,0.2865253596
11/06/2019,INR,91.3220,1.2869,0.0140918946
11/06/2019,XOF,762.4281,1.2869,0.0016878969
11/06/2019,JPY,140.3348,1.2869,0.0091702129
11/06/2019,KES,132.4076,1.2869,0.0097192306
11/06/2019,KRW,1490.7795,1.2869,0.0008632397
11/06/2019,KWD,0.3911,1.2869,3.2904627972
11/06/2019,KZT,500.4568,1.2869,0.0025714507
11/06/2019,LBP,1936.1190,1.2869,0.0006646802
11/06/2019,LKR,232.7538,1.2869,0.0055290182
11/06/2019,MAD,12.4154,1.2869,0.1036535271
11/06/2019,MOP,10.3705,1.2869,0.1240923774
11/06/2019,MUR,46.8555,1.2869,0.0274652922
11/06/2019,MWK,949.0393,1.2869,0.0013560029
11/06/2019,MXN,24.6879,1.2869,0.0521267504
11/06/2019,MYR,5.3237,1.2869,0.2417303755
11/06/2019,NAD,19.0845,1.2869,0.0674316854
11/06/2019,NGN,465.5308,1.2869,0.0027643713
11/06/2019,NOK,11.7887,1.2869,0.1091638603
11/06/2019,NZD,2.0175,1.2869,0.6378686493
11/06/2019,OMR,0.4955,1.2869,2.5971745711
11/06/2019,PEN,4.3001,1.2869,0.29927211
11/06/2019,PGK,4.3772,1.2869,0.2940007311
11/06/2019,PHP,65.1550,1.2869,0.0197513621
11/06/2019,PKR,200.3938,1.2869,0.0064218554
11/06/2019,PLN,4.9566,1.2869,0.2596336198
11/06/2019,QAR,4.6853,1.2869,0.2746675773
11/06/2019,RON,5.5361,1.2869,0.2324560611
11/06/2019,RSD,136.4582,1.2869,0.0094307268
11/06/2019,RUB,82.2084,1.2869,0.0156541181
11/06/2019,RWF,1187.6665,1.2869,0.0010835533
11/06/2019,SAR,4.8259,1.2869,0.2666652852
11/06/2019,SDG,58.0466,1.2869,0.0221701185
11/06/2019,SEK,12.3730,1.2869,0.1040087287
11/06/2019,SGD,1.7493,1.2869,0.7356656948
11/06/2019,THB,39.0042,1.2869,0.0329938827
11/06/2019,TND,3.6433,1.2869,0.3532237257
11/06/2019,TRY,7.4164,1.2869,0.1735208457
11/06/2019,TTD,8.6649,1.2869,0.1485187365
11/06/2019,TWD,39.1239,1.2869,0.0328929376
11/06/2019,TZS,2960.4798,1.2869,0.0004346931
11/06/2019,UAH,31.7392,1.2869,0.0405460755
11/06/2019,UGX,4766.8807,1.2869,0.0002699669
11/06/2019,VES,29159.8440,1.2869,0.0000441326
11/06/2019,VND,29893.0598,1.2869,0.0000430501
11/06/2019,ZAR,19.0877,1.2869,0.0674203807
11/06/2019,ZMW,17.4116,1.2869,0.0739104965
11/07/2019,ZWL,425.4589,1.2823,0.0030139219
11/07/2019,USD,1.2823,1.2823,1
11/07/2019,XOF,761.5854,1.2823,0.0016837245
11/07/2019,ZAR,18.9455,1.2823,0.0676836188
11/07/2019,ZMW,17.5673,1.2823,0.0729935733
11/07/2019,AED,4.7098,1.2823,0.2722620918
11/07/2019,ARS,76.4227,1.2823,0.016779046
11/07/2019,AUD,1.8625,1.2823,0.6884832215
11/07/2019,BDT,108.8016,1.2823,0.0117856723
11/07/2019,BGN,2.2708,1.2823,0.5646908578
11/07/2019,BHD,0.4835,1.2823,2.6521199586
11/07/2019,NAD,18.9252,1.2823,0.0677562192
11/07/2019,NGN,464.5064,1.2823,0.0027605648
11/07/2019,NOK,11.6948,1.2823,0.1096470226
11/07/2019,CAD,1.6904,1.2823,0.7585778514
11/07/2019,CHF,1.2763,1.2823,1.0047010891
11/07/2019,CLP,950.8758,1.2823,0.0013485463
11/07/2019,CNY,8.9465,1.2823,0.1433297938
11/07/2019,COP,4265.3810,1.2823,0.0003006297
11/07/2019,CZK,29.6331,1.2823,0.0432725567
11/07/2019,DKK,8.6763,1.2823,0.1477934142
11/07/2019,EGP,20.6865,1.2823,0.0619872864
11/07/2019,EUR,1.1610,1.2823,1.1044788975
11/07/2019,GBP,1.0000,1.2823,1.2823
11/07/2019,GEL,3.7966,1.2823,0.3377495654
11/07/2019,GHS,7.0506,1.2823,0.1818710464
11/07/2019,HKD,10.0358,1.2823,0.1277725742
11/07/2019,HRK,8.6254,1.2823,0.1486655691
11/07/2019,HUF,386.4540,1.2823,0.0033181181
11/07/2019,IDR,17945.5287,1.2823,0.0000714551
11/07/2019,ILS,4.4811,1.2823,0.2861574167
11/07/2019,INR,91.1090,1.2823,0.0140743505
11/07/2019,ISK,159.5286,1.2823,0.0080380571
11/07/2019,JMD,178.5577,1.2823,0.0071814321
11/07/2019,JOD,0.9082,1.2823,1.4119136754
11/07/2019,JPY,140.1034,1.2823,0.0091525259
11/07/2019,KES,131.7544,1.2823,0.0097325023
11/07/2019,KRW,1480.6504,1.2823,0.0008660383
11/07/2019,KWD,0.3898,1.2823,3.2896357106
11/07/2019,KZT,497.8329,1.2823,0.0025757639
11/07/2019,LBP,1938.1684,1.2823,0.000661604
11/07/2019,LKR,231.9044,1.2823,0.0055294337
11/07/2019,MAD,12.3788,1.2823,0.1035883931
11/07/2019,BMD,1.2823,1.2823,1
11/07/2019,BRL,5.2329,1.2823,0.2450457681
11/07/2019,BWP,13.9834,1.2823,0.091701589
11/07/2019,MOP,10.3369,1.2823,0.1240507309
