gvkey,number_analyst_following,ibes_year
242787,3,2020
242795,13,2020
242798,1,2020
242803,1,2020
242816,1,2020
242839,16,2020
242843,2,2020
242865,21,2020
242875,6,2020
242891,1,2020
242892,15,2020
242894,11,2020
242896,4,2020
242919,6,2020
242928,1,2020
242940,1,2020
242941,1,2020
242951,17,2020
242954,2,2020
242963,10,2020
242977,18,2020
242985,17,2020
243011,10,2020
243057,4,2020
243074,1,2020
243075,1,2020
243087,26,2020
243090,24,2020
243103,1,2020
243105,1,2020
243118,1,2020
243126,3,2020
243127,3,2020
243129,4,2020
243156,1,2020
243160,1,2020
243172,4,2020
243174,20,2020
243198,11,2020
243226,5,2020
243233,3,2020
243241,35,2020
243247,1,2020
243249,3,2020
243251,1,2020
243255,1,2020
243260,38,2020
243278,10,2020
243318,8,2020
243321,8,2020
243325,2,2020
243333,2,2020
243334,1,2020
243336,10,2020
243344,15,2020
243364,6,2020
243372,5,2020
243378,6,2020
243379,1,2020
243380,2,2020
243383,8,2020
243386,2,2020
243390,1,2020
243394,9,2020
243398,14,2020
243399,1,2020
243416,1,2020
243434,2,2020
243480,22,2020
243483,1,2020
243484,2,2020
243494,14,2020
243495,1,2020
243504,2,2020
243512,6,2020
243515,8,2020
243522,1,2020
243524,1,2020
243533,10,2020
243535,12,2020
243554,1,2020
243555,9,2020
243557,1,2020
243558,5,2020
243563,5,2020
243570,3,2020
243575,11,2020
243580,6,2020
243588,15,2020
243592,1,2020
243595,1,2020
243596,1,2020
243598,1,2020
243608,14,2020
243617,4,2020
243632,30,2020
243642,7,2020
243650,1,2020
243652,6,2020
243677,2,2020
243679,7,2020
243683,43,2020
243701,1,2020
243716,2,2020
243737,17,2020
243745,3,2020
243747,1,2020
243755,2,2020
243759,7,2020
243762,1,2020
243764,21,2020
243765,4,2020
243767,28,2020
243771,4,2020
243773,41,2020
243774,24,2020
243783,2,2020
243784,4,2020
243788,5,2020
243790,1,2020
243795,4,2020
243802,1,2020
243804,39,2020
243816,2,2020
243820,9,2020
243825,1,2020
243829,16,2020
243833,3,2020
243835,2,2020
243836,8,2020
243837,1,2020
243838,10,2020
243845,8,2020
243847,28,2020
243848,1,2020
243849,3,2020
243853,31,2020
243855,2,2020
243858,40,2020
243859,1,2020
243860,12,2020
243868,2,2020
243869,16,2020
243994,30,2020
244049,1,2020
244216,1,2020
244217,1,2020
244218,1,2020
244278,1,2020
244317,10,2020
244341,6,2020
244348,1,2020
244349,4,2020
244351,5,2020
244356,5,2020
244357,2,2020
244359,3,2020
244362,2,2020
244369,6,2020
244375,2,2020
244376,2,2020
244384,1,2020
244390,2,2020
244393,5,2020
244394,1,2020
244397,11,2020
244398,8,2020
244405,1,2020
244409,7,2020
244417,15,2020
244418,2,2020
244421,2,2020
244496,1,2020
244557,1,2020
244560,1,2020
244561,1,2020
244563,1,2020
244565,1,2020
244570,1,2020
244577,1,2020
244578,1,2020
244580,1,2020
244583,2,2020
244585,1,2020
244589,5,2020
244590,1,2020
244592,1,2020
244593,1,2020
244595,1,2020
244597,1,2020
244603,1,2020
244608,1,2020
244613,3,2020
244614,1,2020
244615,1,2020
244617,1,2020
244621,1,2020
244623,6,2020
244625,1,2020
244639,4,2020
244640,1,2020
244643,1,2020
244644,1,2020
244648,1,2020
244649,1,2020
244696,1,2020
244725,2,2020
244728,8,2020
244740,9,2020
244748,1,2020
244779,5,2020
244796,5,2020
244820,2,2020
244844,12,2020
244857,5,2020
244920,1,2020
245001,1,2020
245036,35,2020
245119,2,2020
245176,1,2020
245177,1,2020
245179,1,2020
245200,10,2020
245207,24,2020
245210,4,2020
245219,6,2020
245222,6,2020
245257,3,2020
245258,1,2020
245267,1,2020
245274,6,2020
245285,24,2020
245288,2,2020
245299,1,2020
245301,5,2020
245320,1,2020
245323,1,2020
245352,1,2020
245376,1,2020
245418,1,2020
245436,28,2020
245499,3,2020
245616,1,2020
245622,8,2020
245626,1,2020
245627,4,2020
245628,12,2020
245632,2,2020
245638,16,2020
245663,33,2020
245665,7,2020
245670,21,2020
245672,11,2020
245676,2,2020
245680,2,2020
245682,2,2020
245683,4,2020
245684,10,2020
245697,33,2020
245702,6,2020
245718,2,2020
245736,8,2020
245737,2,2020
245746,2,2020
245779,1,2020
245781,1,2020
245798,2,2020
245822,9,2020
245823,2,2020
245828,1,2020
245833,4,2020
245839,28,2020
245858,3,2020
245876,2,2020
245917,11,2020
246011,2,2020
246017,8,2020
246025,8,2020
246028,3,2020
246036,3,2020
246105,2,2020
246106,2,2020
246116,14,2020
246118,2,2020
246124,4,2020
246128,2,2020
246129,1,2020
246130,1,2020
246136,6,2020
246147,1,2020
246161,1,2020
246167,3,2020
246176,2,2020
246196,2,2020
246197,3,2020
246198,7,2020
246203,4,2020
246205,2,2020
246208,1,2020
246213,1,2020
246216,16,2020
246217,12,2020
246277,4,2020
246322,9,2020
246327,4,2020
246438,1,2020
246461,2,2020
246498,19,2020
246518,6,2020
246690,1,2020
246697,9,2020
246704,6,2020
246706,14,2020
246739,4,2020
246759,15,2020
246761,1,2020
246762,12,2020
246778,17,2020
246780,21,2020
246798,15,2020
246818,3,2020
246878,12,2020
246939,28,2020
246947,1,2020
246949,1,2020
246951,13,2020
246959,5,2020
246960,3,2020
246961,1,2020
246962,3,2020
246968,6,2020
246969,1,2020
246970,1,2020
247038,1,2020
247119,1,2020
247120,1,2020
247123,3,2020
247124,2,2020
247125,1,2020
247126,4,2020
247131,1,2020
247134,5,2020
247135,1,2020
247141,1,2020
247142,4,2020
247143,8,2020
247145,2,2020
247146,1,2020
247148,1,2020
247149,1,2020
247151,2,2020
247200,5,2020
247202,36,2020
247258,2,2020
247260,1,2020
247261,1,2020
247265,4,2020
247273,5,2020
247278,1,2020
247289,1,2020
247291,1,2020
247318,6,2020
247320,1,2020
247321,1,2020
247323,8,2020
247324,1,2020
247423,2,2020
247442,1,2020
247454,4,2020
247479,8,2020
247480,3,2020
247493,7,2020
247496,1,2020
247498,2,2020
247501,7,2020
247505,1,2020
247507,1,2020
247514,1,2020
247517,3,2020
247518,1,2020
247526,1,2020
247529,1,2020
247549,1,2020
247552,12,2020
247556,3,2020
247558,3,2020
247560,6,2020
247563,3,2020
247566,1,2020
247589,2,2020
247593,1,2020
247595,2,2020
247597,1,2020
247618,21,2020
247638,3,2020
247641,1,2020
247652,1,2020
247654,2,2020
247676,7,2020
247684,2,2020
247685,12,2020
247698,23,2020
247706,2,2020
247714,28,2020
247718,4,2020
247724,2,2020
247729,1,2020
247730,2,2020
247732,7,2020
247733,1,2020
247739,1,2020
247744,1,2020
247747,2,2020
247751,2,2020
247757,3,2020
247770,3,2020
247777,1,2020
247784,3,2020
247792,1,2020
247801,1,2020
247824,1,2020
247830,3,2020
247834,3,2020
247836,4,2020
247841,13,2020
247847,7,2020
247858,2,2020
247879,4,2020
247882,1,2020
247885,4,2020
247886,1,2020
247887,4,2020
247891,3,2020
247899,1,2020
247906,9,2020
247909,5,2020
247911,7,2020
247913,1,2020
247923,1,2020
247924,7,2020
247984,1,2020
247985,9,2020
248015,14,2020
248104,2,2020
248123,1,2020
248136,14,2020
248177,2,2020
248178,13,2020
248184,2,2020
248218,2,2020
248225,1,2020
248226,1,2020
248228,2,2020
248229,1,2020
248231,4,2020
248309,3,2020
248384,17,2020
248419,2,2020
248420,26,2020
248438,10,2020
248439,1,2020
248441,3,2020
248578,4,2020
248619,8,2020
248738,5,2020
248739,8,2020
248780,1,2020
248809,6,2020
248814,8,2020
248815,1,2020
248831,1,2020
248838,2,2020
248858,13,2020
248859,6,2020
248860,8,2020
248864,2,2020
248865,7,2020
248867,9,2020
248868,11,2020
248869,13,2020
248870,9,2020
248872,10,2020
248875,5,2020
248877,1,2020
248878,9,2020
248882,8,2020
248884,8,2020
248898,1,2020
248899,1,2020
248902,1,2020
248906,1,2020
248907,2,2020
248910,1,2020
248960,5,2020
248962,12,2020
248963,13,2020
248965,2,2020
249018,10,2020
249022,1,2020
249084,1,2020
249099,1,2020
249100,2,2020
249117,1,2020
249122,11,2020
249124,3,2020
249158,10,2020
249178,7,2020
249219,1,2020
249222,2,2020
249239,2,2020
249244,1,2020
249246,1,2020
249254,1,2020
249260,1,2020
249268,5,2020
249276,1,2020
249298,14,2020
249399,24,2020
249448,2,2020
249449,3,2020
249457,19,2020
249479,23,2020
249482,28,2020
249488,2,2020
249495,2,2020
249497,5,2020
249500,1,2020
249501,2,2020
249508,1,2020
249512,1,2020
249513,3,2020
249604,20,2020
249638,4,2020
249658,7,2020
249679,5,2020
249680,1,2020
249738,17,2020
249780,20,2020
249782,9,2020
249860,1,2020
249863,2,2020
249870,1,2020
249874,1,2020
249879,1,2020
249946,8,2020
249947,29,2020
249952,1,2020
249986,2,2020
249995,3,2020
250013,1,2020
250016,4,2020
250020,1,2020
250058,7,2020
250060,20,2020
250062,44,2020
250078,3,2020
250158,1,2020
250207,1,2020
250210,1,2020
250213,16,2020
250216,2,2020
250218,3,2020
250220,1,2020
250228,7,2020
250341,1,2020
250358,17,2020
250439,4,2020
250440,1,2020
250441,6,2020
250443,1,2020
250447,4,2020
250452,1,2020
250454,2,2020
250457,6,2020
250460,1,2020
250461,5,2020
250464,3,2020
250467,1,2020
250468,8,2020
250487,1,2020
250500,1,2020
250502,3,2020
250503,3,2020
250504,1,2020
250578,2,2020
250579,7,2020
250580,9,2020
250601,4,2020
250639,4,2020
250640,4,2020
250684,15,2020
250778,4,2020
250780,1,2020
250781,1,2020
250784,1,2020
250785,1,2020
250786,1,2020
250801,1,2020
250818,12,2020
250901,1,2020
250921,1,2020
250950,3,2020
250951,2,2020
250955,3,2020
250960,1,2020
250998,4,2020
251118,32,2020
251138,11,2020
251139,3,2020
251141,2,2020
251147,1,2020
251154,14,2020
251156,2,2020
251201,1,2020
251209,1,2020
251212,1,2020
251215,1,2020
251221,9,2020
251223,6,2020
251224,1,2020
251239,2,2020
251243,6,2020
251246,8,2020
251248,9,2020
251251,1,2020
251253,1,2020
251299,2,2020
251300,2,2020
251301,3,2020
251302,5,2020
251303,33,2020
251304,2,2020
251306,6,2020
251307,3,2020
251310,1,2020
251311,4,2020
251314,3,2020
251315,9,2020
251316,14,2020
251317,24,2020
251319,5,2020
251320,2,2020
251321,40,2020
251322,1,2020
251323,2,2020
251329,1,2020
251330,1,2020
251331,13,2020
251332,10,2020
251333,2,2020
251335,3,2020
251337,1,2020
251338,2,2020
251344,4,2020
251345,2,2020
251347,4,2020
251350,2,2020
251352,4,2020
251353,13,2020
251356,1,2020
251359,9,2020
251360,3,2020
251364,2,2020
251365,5,2020
251369,2,2020
251371,9,2020
251372,8,2020
251374,1,2020
251376,3,2020
251377,20,2020
251399,1,2020
251401,1,2020
251418,1,2020
251422,3,2020
251423,1,2020
251426,1,2020
251428,2,2020
251429,1,2020
251432,1,2020
251583,12,2020
251720,26,2020
251742,18,2020
251861,1,2020
251862,4,2020
251864,8,2020
251865,7,2020
251866,12,2020
251867,1,2020
251868,2,2020
251870,1,2020
251871,26,2020
251878,24,2020
251921,18,2020
251924,8,2020
251929,1,2020
251935,2,2020
251937,24,2020
251940,5,2020
251948,15,2020
251978,11,2020
251998,1,2020
251999,2,2020
252000,1,2020
252005,6,2020
252009,1,2020
252018,1,2020
252119,12,2020
252158,1,2020
252178,1,2020
252238,17,2020
252268,12,2020
252278,55,2020
252279,2,2020
252283,10,2020
252285,8,2020
252286,21,2020
252290,11,2020
252293,5,2020
252294,1,2020
252295,13,2020
252378,23,2020
252384,26,2020
252392,10,2020
252407,3,2020
252415,1,2020
252461,5,2020
252465,21,2020
252490,3,2020
252491,13,2020
252524,15,2020
252533,3,2020
252536,1,2020
252538,1,2020
252539,4,2020
252577,4,2020
252587,2,2020
252604,3,2020
252625,1,2020
252634,1,2020
252648,11,2020
252649,4,2020
252658,8,2020
252659,1,2020
252661,4,2020
252663,1,2020
252666,10,2020
252667,1,2020
252669,1,2020
252819,24,2020
252938,15,2020
252940,12,2020
252959,3,2020
252965,5,2020
252966,4,2020
252971,1,2020
252974,1,2020
252990,16,2020
252991,1,2020
252995,3,2020
253000,3,2020
253001,12,2020
253021,2,2020
253028,1,2020
253040,4,2020
253054,5,2020
253198,10,2020
253202,1,2020
253210,1,2020
253240,1,2020
253242,1,2020
253260,5,2020
253300,1,2020
253315,1,2020
253322,12,2020
253338,3,2020
253350,17,2020
253355,7,2020
253358,16,2020
253359,1,2020
253367,8,2020
253381,2,2020
253392,1,2020
253394,4,2020
253419,1,2020
253429,1,2020
253440,1,2020
253468,10,2020
253511,3,2020
253523,3,2020
253587,6,2020
253592,2,2020
253596,16,2020
253601,3,2020
253611,5,2020
253616,13,2020
253638,1,2020
253639,3,2020
253641,2,2020
253738,13,2020
253739,1,2020
253758,3,2020
253759,46,2020
253760,1,2020
253778,2,2020
253779,6,2020
253780,1,2020
253978,1,2020
254022,2,2020
254023,43,2020
254026,1,2020
254030,2,2020
254033,12,2020
254034,14,2020
254036,4,2020
254058,1,2020
254184,1,2020
254186,3,2020
254219,4,2020
254244,13,2020
254249,12,2020
254318,15,2020
254338,22,2020
254380,7,2020
254394,9,2020
254418,6,2020
254419,1,2020
254420,1,2020
254426,2,2020
254429,1,2020
254458,28,2020
254479,11,2020
254538,1,2020
254539,2,2020
254541,2,2020
254543,1,2020
254558,1,2020
254578,15,2020
254622,8,2020
254640,7,2020
254641,27,2020
254642,6,2020
254665,10,2020
254683,1,2020
254718,2,2020
254719,1,2020
254720,2,2020
254721,1,2020
254722,1,2020
254724,1,2020
254725,1,2020
254728,1,2020
254778,4,2020
254818,4,2020
254841,2,2020
254844,2,2020
254847,3,2020
254849,6,2020
254850,11,2020
254858,3,2020
254898,7,2020
254906,1,2020
254918,3,2020
254938,7,2020
254978,13,2020
254986,1,2020
254997,1,2020
255018,1,2020
255023,1,2020
255078,1,2020
255098,1,2020
255118,18,2020
255120,2,2020
255121,1,2020
255123,1,2020
255179,2,2020
255198,2,2020
255202,1,2020
255207,1,2020
255208,1,2020
255229,2,2020
255239,13,2020
255240,23,2020
255242,5,2020
255244,38,2020
255245,23,2020
255246,12,2020
255258,1,2020
255259,1,2020
255260,1,2020
255262,1,2020
255698,8,2020
255699,4,2020
255700,4,2020
255701,18,2020
255702,27,2020
255721,1,2020
255722,2,2020
255752,1,2020
255754,4,2020
255755,7,2020
255820,5,2020
255839,15,2020
255886,2,2020
255896,11,2020
255897,9,2020
255900,1,2020
255902,1,2020
255951,13,2020
255955,14,2020
255957,21,2020
255984,2,2020
255987,4,2020
255993,13,2020
255997,1,2020
256003,12,2020
256010,2,2020
256015,1,2020
256039,5,2020
256041,1,2020
256054,12,2020
256055,1,2020
256078,18,2020
256121,1,2020
256127,3,2020
256131,2,2020
256134,1,2020
256135,4,2020
256137,16,2020
256158,6,2020
256167,1,2020
256169,5,2020
256170,1,2020
256171,1,2020
256174,7,2020
256176,19,2020
256220,4,2020
256223,2,2020
256224,5,2020
256228,2,2020
256231,1,2020
256232,2,2020
256237,3,2020
256240,4,2020
256278,20,2020
256400,2,2020
256406,7,2020
256439,2,2020
256538,14,2020
256618,5,2020
256718,1,2020
256720,6,2020
256742,1,2020
256747,4,2020
256748,1,2020
256749,4,2020
256752,18,2020
256754,8,2020
256818,1,2020
256882,12,2020
256883,1,2020
256884,1,2020
256885,3,2020
256886,1,2020
256888,1,2020
256919,2,2020
256941,8,2020
256942,1,2020
256945,8,2020
256951,2,2020
256960,2,2020
256993,22,2020
257018,11,2020
257068,14,2020
257069,12,2020
257079,4,2020
257080,3,2020
257085,4,2020
257116,2,2020
257117,8,2020
257120,33,2020
257127,6,2020
257141,1,2020
257156,10,2020
257161,3,2020
257168,1,2020
257175,7,2020
257190,4,2020
257191,4,2020
257195,12,2020
257196,1,2020
257200,1,2020
257222,2,2020
257229,1,2020
257232,8,2020
257249,3,2020
257252,2,2020
257253,17,2020
257257,1,2020
257267,20,2020
257302,6,2020
257362,21,2020
257365,4,2020
257398,5,2020
257400,15,2020
257407,2,2020
257421,22,2020
257425,1,2020
257644,1,2020
257664,14,2020
257678,1,2020
257679,3,2020
257718,21,2020
257738,1,2020
257739,3,2020
257745,1,2020
257746,2,2020
257749,2,2020
257860,13,2020
257892,5,2020
257893,2,2020
257894,2,2020
257898,3,2020
257902,6,2020
257912,9,2020
257927,4,2020
257940,8,2020
257945,2,2020
257947,3,2020
257948,5,2020
257953,11,2020
257955,2,2020
257967,20,2020
258141,15,2020
258150,1,2020
258163,1,2020
258167,1,2020
258176,14,2020
258184,3,2020
258195,1,2020
258197,7,2020
258198,2,2020
258200,3,2020
258208,4,2020
258220,1,2020
258258,1,2020
258259,6,2020
258321,2,2020
258340,1,2020
258342,2,2020
258400,7,2020
258402,10,2020
258403,3,2020
258404,1,2020
258419,2,2020
258443,7,2020
258444,7,2020
258458,3,2020
258459,3,2020
258460,2,2020
258558,2,2020
258559,13,2020
258560,1,2020
258620,1,2020
258623,1,2020
258624,2,2020
258625,1,2020
258626,5,2020
258633,3,2020
258638,1,2020
258639,5,2020
258641,2,2020
258644,3,2020
258645,1,2020
258646,2,2020
258648,21,2020
258649,2,2020
258651,2,2020
258654,14,2020
258657,2,2020
258664,4,2020
258672,2,2020
258673,16,2020
258674,5,2020
258680,2,2020
258683,40,2020
258694,1,2020
258696,9,2020
258725,1,2020
258730,30,2020
258738,11,2020
258758,1,2020
258783,2,2020
258784,1,2020
258785,8,2020
258786,3,2020
258787,2,2020
258794,1,2020
258798,1,2020
258823,2,2020
258830,3,2020
258832,1,2020
258836,2,2020
258858,15,2020
258898,17,2020
258919,1,2020
258920,3,2020
258938,6,2020
258998,4,2020
259000,35,2020
259001,1,2020
259004,1,2020
259005,36,2020
259007,22,2020
259008,7,2020
259013,11,2020
259014,1,2020
259015,4,2020
259019,2,2020
259060,1,2020
259062,1,2020
259068,1,2020
259073,1,2020
259074,16,2020
259075,1,2020
259076,4,2020
259191,5,2020
259199,18,2020
259259,1,2020
259266,1,2020
259267,5,2020
259282,2,2020
259284,1,2020
259287,6,2020
259380,6,2020
259422,3,2020
259425,8,2020
259426,11,2020
259427,1,2020
259431,8,2020
259440,5,2020
259480,4,2020
259490,1,2020
259492,2,2020
259494,1,2020
259495,5,2020
259497,1,2020
259503,45,2020
259518,11,2020
259541,26,2020
259543,30,2020
259544,47,2020
259550,10,2020
259554,3,2020
259560,19,2020
259562,6,2020
259598,12,2020
259625,16,2020
259779,5,2020
259819,8,2020
259821,1,2020
259822,6,2020
259828,19,2020
259829,8,2020
259830,2,2020
259831,21,2020
259832,11,2020
259834,13,2020
259835,1,2020
259836,4,2020
259858,8,2020
259889,15,2020
259894,2,2020
259896,33,2020
259898,1,2020
259901,2,2020
259902,1,2020
259903,11,2020
259904,7,2020
259905,18,2020
259958,1,2020
259960,8,2020
259961,7,2020
259965,3,2020
259967,1,2020
259968,1,2020
259969,1,2020
259971,2,2020
259972,10,2020
259974,10,2020
259976,11,2020
259979,12,2020
259980,36,2020
259984,2,2020
259986,8,2020
259988,5,2020
259989,3,2020
259990,10,2020
259994,13,2020
259998,1,2020
260001,12,2020
260003,6,2020
260004,28,2020
260005,1,2020
260008,11,2020
260009,7,2020
260010,8,2020
260011,1,2020
260025,1,2020
260029,40,2020
260030,1,2020
260032,6,2020
260033,5,2020
260034,9,2020
260042,3,2020
260044,11,2020
260066,3,2020
260069,13,2020
260074,1,2020
260076,2,2020
260083,15,2020
260084,11,2020
260087,12,2020
260090,2,2020
260091,6,2020
260097,3,2020
260099,27,2020
260122,22,2020
260124,28,2020
260126,26,2020
260127,33,2020
260130,6,2020
260131,1,2020
260133,1,2020
260138,5,2020
260158,1,2020
260159,6,2020
260161,3,2020
260162,5,2020
260163,1,2020
260167,4,2020
260169,2,2020
260170,1,2020
260171,4,2020
260181,4,2020
260182,1,2020
260184,5,2020
260185,3,2020
260190,14,2020
260191,2,2020
260192,3,2020
260194,2,2020
260195,1,2020
260219,6,2020
260223,16,2020
260228,3,2020
260233,2,2020
260234,5,2020
260260,3,2020
260261,9,2020
260264,9,2020
260267,26,2020
260269,12,2020
260271,3,2020
260274,1,2020
260276,13,2020
260277,4,2020
260278,2,2020
260279,22,2020
260318,6,2020
260321,15,2020
260322,33,2020
260379,1,2020
260397,1,2020
260399,9,2020
260405,1,2020
260407,1,2020
260419,3,2020
260458,3,2020
260480,1,2020
260484,1,2020
260490,1,2020
260498,1,2020
260558,25,2020
260563,2,2020
260564,18,2020
260565,2,2020
260639,1,2020
260641,1,2020
260643,1,2020
260644,1,2020
260654,30,2020
260658,9,2020
260719,1,2020
260721,3,2020
260723,4,2020
260727,6,2020
260729,22,2020
260797,1,2020
260840,18,2020
264030,7,2020
264031,11,2020
264032,3,2020
264059,9,2020
264351,21,2020
267035,6,2020
267054,2,2020
267231,10,2020
267371,12,2020
267407,26,2020
267461,28,2020
267462,24,2020
268159,22,2020
268219,5,2020
268315,17,2020
268324,7,2020
268325,20,2020
268563,4,2020
268593,4,2020
268629,5,2020
268671,5,2020
268692,15,2020
268696,11,2020
268759,5,2020
268802,5,2020
268830,12,2020
268844,7,2020
269005,8,2020
269022,8,2020
269104,4,2020
269269,6,2020
269313,9,2020
269320,7,2020
269422,9,2020
269433,8,2020
269436,4,2020
269532,7,2020
269546,7,2020
269554,2,2020
269556,14,2020
269631,11,2020
269635,3,2020
269744,4,2020
269783,38,2020
269784,27,2020
269809,16,2020
269835,21,2020
269922,21,2020
270034,15,2020
270043,7,2020
270045,7,2020
270053,7,2020
270056,1,2020
270074,12,2020
270095,1,2020
270096,1,2020
270099,7,2020
270109,3,2020
270111,3,2020
270113,6,2020
270126,6,2020
270129,2,2020
270150,2,2020
270156,2,2020
270159,2,2020
270163,2,2020
270165,5,2020
270169,1,2020
270173,13,2020
270180,9,2020
270185,1,2020
270199,1,2020
270202,16,2020
270204,2,2020
270208,1,2020
270209,1,2020
270219,5,2020
270222,2,2020
270225,21,2020
270226,15,2020
270232,3,2020
270238,1,2020
270239,1,2020
270241,2,2020
270247,8,2020
270248,3,2020
270250,1,2020
270252,1,2020
270256,1,2020
270259,16,2020
270263,6,2020
270266,12,2020
270267,3,2020
270270,2,2020
270284,1,2020
270285,8,2020
270292,10,2020
270296,1,2020
270302,1,2020
270304,12,2020
270307,1,2020
270312,1,2020
270313,2,2020
270317,3,2020
270318,1,2020
270319,1,2020
270320,2,2020
270321,5,2020
270324,6,2020
270334,11,2020
270336,1,2020
270340,1,2020
270345,1,2020
270346,15,2020
270354,10,2020
270356,14,2020
270361,4,2020
270362,7,2020
270363,1,2020
270364,9,2020
270369,1,2020
270377,32,2020
270378,1,2020
270379,4,2020
270382,9,2020
270383,6,2020
270386,4,2020
270388,2,2020
270389,6,2020
270394,3,2020
270395,25,2020
270397,5,2020
270400,1,2020
270404,20,2020
270405,30,2020
270409,2,2020
270416,8,2020
270418,4,2020
270420,14,2020
270423,8,2020
270428,2,2020
270433,1,2020
270436,4,2020
270438,19,2020
270439,15,2020
270440,5,2020
270442,1,2020
270450,2,2020
270451,18,2020
270458,4,2020
270459,4,2020
270460,1,2020
270463,1,2020
270464,2,2020
270483,2,2020
270501,1,2020
270502,11,2020
270503,3,2020
270506,5,2020
270510,23,2020
270515,5,2020
270522,11,2020
270525,8,2020
270528,4,2020
270531,3,2020
270534,6,2020
270535,13,2020
270536,13,2020
270538,1,2020
270539,1,2020
270542,2,2020
270543,2,2020
270550,3,2020
270567,21,2020
270570,5,2020
270577,13,2020
270578,20,2020
270580,3,2020
270591,3,2020
270594,7,2020
270598,1,2020
270600,2,2020
270601,2,2020
270603,1,2020
270604,3,2020
270607,1,2020
270615,59,2020
270638,1,2020
270640,6,2020
270646,1,2020
270653,1,2020
270654,13,2020
270656,5,2020
270659,1,2020
270661,2,2020
270664,1,2020
270670,2,2020
270674,1,2020
270679,1,2020
270681,7,2020
270682,2,2020
270684,6,2020
270687,41,2020
270689,2,2020
270690,1,2020
270696,26,2020
270697,5,2020
270699,5,2020
270701,1,2020
270702,7,2020
270703,2,2020
270704,17,2020
270708,4,2020
270709,8,2020
270712,1,2020
270714,2,2020
270715,18,2020
270716,4,2020
270720,11,2020
270722,16,2020
270724,7,2020
270726,2,2020
270727,5,2020
270732,9,2020
270733,4,2020
270734,9,2020
270736,7,2020
270737,19,2020
270738,18,2020
270739,4,2020
270740,1,2020
270742,1,2020
270746,2,2020
270750,2,2020
270752,2,2020
270759,8,2020
270760,23,2020
270762,5,2020
270778,1,2020
270790,8,2020
270791,40,2020
270795,1,2020
270800,2,2020
270802,2,2020
270803,6,2020
270813,3,2020
270815,1,2020
270816,1,2020
270820,4,2020
270825,5,2020
270827,3,2020
270830,17,2020
270831,1,2020
270845,3,2020
270847,3,2020
270850,1,2020
270853,1,2020
270861,1,2020
270870,4,2020
270871,4,2020
270873,6,2020
270882,5,2020
270883,3,2020
270885,53,2020
270889,21,2020
270904,7,2020
270909,2,2020
270914,13,2020
270915,22,2020
270916,16,2020
270918,6,2020
270919,4,2020
270921,1,2020
270924,6,2020
270931,3,2020
270932,2,2020
270933,1,2020
270935,5,2020
270938,5,2020
270939,16,2020
270946,1,2020
270947,3,2020
270958,2,2020
270963,36,2020
270974,3,2020
270976,8,2020
270979,18,2020
270991,2,2020
270999,7,2020
271001,1,2020
271015,6,2020
271017,1,2020
271018,10,2020
271025,1,2020
271031,9,2020
271032,1,2020
271033,1,2020
271034,3,2020
271036,17,2020
271038,8,2020
271039,3,2020
271040,2,2020
271041,16,2020
271044,1,2020
271046,7,2020
271047,8,2020
271048,9,2020
271054,1,2020
271061,3,2020
271065,7,2020
271066,9,2020
271070,1,2020
271073,2,2020
271085,32,2020
271087,11,2020
271092,5,2020
271098,1,2020
271099,1,2020
271105,4,2020
271111,25,2020
271112,1,2020
271117,5,2020
271124,3,2020
271133,19,2020
271134,1,2020
271135,22,2020
271138,9,2020
271143,3,2020
271154,16,2020
271155,7,2020
271156,1,2020
271157,9,2020
271158,11,2020
271159,4,2020
271161,3,2020
271175,1,2020
271180,8,2020
271187,15,2020
271196,11,2020
271200,3,2020
271201,1,2020
271202,4,2020
271208,10,2020
271210,33,2020
271212,2,2020
271213,1,2020
271215,1,2020
271217,22,2020
271228,1,2020
271229,1,2020
271233,1,2020
271236,9,2020
271237,1,2020
271239,4,2020
271244,23,2020
271247,8,2020
271254,1,2020
271268,4,2020
271269,26,2020
271309,1,2020
271311,6,2020
271312,2,2020
271324,14,2020
271326,7,2020
271330,1,2020
271334,2,2020
271338,3,2020
271341,4,2020
271342,11,2020
271347,6,2020
271351,3,2020
271354,6,2020
271355,4,2020
271357,1,2020
271360,4,2020
271364,2,2020
271373,2,2020
271379,1,2020
271383,3,2020
271384,6,2020
271393,5,2020
271410,1,2020
271411,8,2020
271423,7,2020
271424,8,2020
271425,5,2020
271426,1,2020
271427,7,2020
271428,15,2020
271429,1,2020
271430,17,2020
271432,1,2020
271433,1,2020
271438,13,2020
271441,1,2020
271442,1,2020
271453,4,2020
271454,1,2020
271455,7,2020
271465,1,2020
271467,37,2020
271471,6,2020
271474,2,2020
271496,4,2020
271498,2,2020
271507,1,2020
271509,4,2020
271512,3,2020
271527,10,2020
271528,4,2020
271533,6,2020
271534,8,2020
271542,1,2020
271554,3,2020
271559,1,2020
271572,4,2020
271593,18,2020
271594,1,2020
271607,5,2020
271608,1,2020
271612,2,2020
271640,6,2020
271717,5,2020
271729,1,2020
271737,15,2020
271738,3,2020
271743,3,2020
271745,3,2020
271748,8,2020
271754,1,2020
271756,3,2020
271759,4,2020
271763,31,2020
271764,18,2020
271765,6,2020
271773,5,2020
271783,13,2020
271787,1,2020
271791,1,2020
271795,2,2020
271805,2,2020
271810,12,2020
271811,1,2020
271814,2,2020
271818,5,2020
271823,2,2020
271824,1,2020
271825,1,2020
